t_hour,line,sequence,direction,timetaken
11,38,12,2,124999
11,25,41,2,90000
11,38,7,1,160000
11,29,39,2,90000
11,38,28,2,185000
11,29,23,2,14999
11,38,34,2,50001
11,29,36,1,55001
11,38,38,2,190000
11,38,32,2,40000
11,29,36,1,80000
11,29,24,2,74999
11,25,27,1,49999
11,38,29,2,245000
11,29,5,1,35000
11,38,8,2,150001
11,25,3,1,295001
11,29,19,2,45000
11,38,11,2,90001
11,38,40,1,175001
11,38,38,1,80000
11,29,32,2,95001
11,38,22,1,145000
11,38,16,1,100000
11,25,19,2,165000
11,38,38,1,85000
11,29,18,1,35000
11,38,28,1,145000
11,38,39,2,24999
11,38,37,1,80000
11,25,20,2,9999
11,29,29,2,50000
11,29,34,2,60000
11,29,29,1,120003
11,38,12,1,85003
11,29,6,1,30000
11,29,24,2,45000
11,29,1,2,1710000
11,38,36,1,95000
11,38,26,1,80000
11,38,8,2,125001
11,29,25,2,65000
11,29,40,2,265000
11,38,18,1,110000
11,29,33,2,39999
11,29,15,2,114999
11,38,11,1,155000
11,29,24,1,70000
11,38,21,2,190000
11,38,33,2,55000
11,25,42,2,70000
11,29,15,1,95000
11,25,4,2,5000
11,38,13,1,145001
11,29,28,1,130000
11,38,36,2,100000
11,38,40,2,50000
11,29,7,2,184999
11,38,8,1,90000
11,29,25,1,24999
11,38,19,1,29999
11,25,1,1,774999
11,29,37,1,84999
11,29,25,2,45000
11,38,35,2,89999
11,29,37,1,109999
11,38,41,1,74999
11,38,39,1,75000
11,25,28,1,85001
11,38,5,2,120000
11,29,25,2,90001
11,25,16,2,130000
11,29,35,2,65001
11,38,13,2,110001
11,38,12,2,85000
11,38,22,1,115001
11,38,38,1,75001
11,38,30,2,95001
11,38,21,2,125000
11,29,16,1,40000
11,38,23,1,85000
11,29,7,1,65000
11,29,20,2,89999
11,29,7,1,130000
11,38,28,1,120000
11,29,26,2,54999
11,38,34,2,50000
11,29,27,2,129999
11,29,38,2,155000
11,38,39,1,90000
11,29,37,2,139999
11,29,30,2,90000
11,38,9,1,40001
11,38,41,2,45001
11,29,40,2,270000
11,29,19,1,105000
11,38,20,2,119999
11,38,17,1,110000
11,29,26,2,45000
11,29,34,2,75000
11,29,16,2,75000
11,38,22,2,75000
11,38,21,2,200000
11,38,29,2,255000
11,38,34,1,155000
11,38,14,1,70000
11,38,37,1,95001
11,29,26,1,55001
11,29,30,1,164999
11,38,12,1,85000
11,38,22,2,39999
11,38,27,1,100000
11,25,20,2,125000
11,29,21,2,45000
11,29,39,2,39999
11,38,31,1,415000
11,38,36,2,70001
11,38,20,1,75001
11,29,17,1,55000
11,29,8,2,80001
11,38,14,2,59999
11,29,37,1,155000
11,38,29,1,135000
11,29,6,2,99999
11,29,2,2,130000
11,38,39,1,69999
11,25,29,1,79999
11,29,31,2,55000
11,29,17,2,45001
11,38,13,1,139998
11,38,11,1,190000
11,29,29,1,110000
11,38,6,2,85000
11,38,42,2,60000
11,38,23,2,40001
11,38,24,1,80001
11,29,9,2,25001
11,38,10,1,65007
11,38,3,1,220007
11,29,35,2,55008
11,38,15,2,30000
11,25,43,2,130000
11,29,18,1,35000
11,29,30,1,159998
11,25,32,2,115001
11,29,40,2,205000
11,38,22,2,65000
11,29,28,2,90001
11,29,8,1,100000
11,25,2,1,120000
11,29,18,2,29999
11,38,23,2,74999
11,29,20,1,80000
11,38,29,2,215000
11,29,22,2,60000
11,29,27,2,105000
11,38,37,2,140001
11,38,35,1,80000
11,38,23,1,115000
11,38,15,1,80000
11,38,38,1,80000
11,29,26,2,124999
11,38,21,1,65000
11,29,27,1,90000
11,38,40,1,115000
11,38,29,1,125001
11,29,19,2,25001
11,25,17,2,134999
11,29,36,2,134999
11,29,27,2,110000
11,38,24,2,59999
11,29,29,2,44999
11,29,32,2,75000
11,29,38,2,135000
11,29,10,2,64999
11,29,8,1,150000
11,38,3,2,730001
11,38,23,2,60003
11,38,13,1,120000
11,38,21,2,135000
11,38,37,2,110000
11,38,31,2,165000
11,25,1,1,1075000
11,38,16,2,80000
11,38,30,2,60000
11,29,23,2,60000
11,38,24,2,70001
11,38,18,1,150000
11,29,31,1,140000
11,38,14,1,104999
11,38,24,2,24996
11,29,21,1,75000
11,29,28,2,75000
11,38,14,2,39999
11,25,44,2,100000
11,38,40,1,524999
11,29,14,1,59999
11,29,19,1,100000
11,38,28,1,150000
11,38,30,2,160000
11,29,33,2,45000
11,38,15,2,5001
11,38,40,1,205000
11,38,40,1,125001
11,38,25,1,114999
11,29,9,1,95000
11,38,16,2,4999
11,38,12,1,125000
11,38,36,1,89999
11,29,24,2,35000
11,29,31,1,115000
11,29,28,2,70001
11,29,30,1,135000
11,38,38,2,99999
11,29,7,2,145000
11,29,9,1,60000
11,25,45,2,25000
11,25,27,1,15000
11,38,7,2,135000
11,38,38,2,50000
11,25,18,2,85000
11,38,22,2,55000
11,38,39,1,104999
11,38,31,1,404999
11,29,11,2,75000
11,25,21,2,180000
11,25,1,2,370000
11,38,22,1,105000
11,38,25,2,90000
11,29,40,2,180001
11,29,39,2,85000
11,38,17,2,65001
11,25,4,1,320000
11,38,19,1,55001
11,38,39,2,25000
11,29,32,1,29999
11,25,30,2,1470000
11,25,30,2,60000
11,38,11,1,154992
11,29,36,2,154992
11,25,46,2,30000
11,38,24,1,129999
11,29,27,2,125000
11,25,12,2,720000
11,29,22,1,65000
11,29,29,2,65000
11,38,32,2,84999
11,38,15,1,70000
11,38,16,1,139999
11,38,39,2,40000
11,29,20,2,125000
11,29,32,1,80000
11,29,30,2,115000
11,29,41,2,309999
11,25,2,1,94999
11,29,34,2,70000
11,29,29,2,54999
11,29,20,1,75000
11,38,26,1,70000
11,38,25,2,90000
11,38,25,2,85001
11,25,3,1,165001
11,38,31,2,100001
11,29,25,2,65001
11,25,30,1,200001
11,38,26,2,45001
11,38,14,1,120004
11,29,28,1,155003
11,38,11,2,80000
11,29,8,2,70000
11,29,31,1,75000
11,38,18,2,54999
11,29,28,2,45001
11,29,15,1,100001
11,38,31,2,100000
11,38,31,1,470001
11,29,21,2,40000
11,38,37,1,95001
11,25,5,1,65000
11,38,23,2,80001
11,29,41,2,275001
11,38,41,1,105000
11,38,40,2,65000
11,38,32,2,35000
11,38,20,1,70000
11,29,33,1,70001
11,29,3,2,240001
11,38,26,2,45000
11,38,40,2,59999
11,29,31,2,55000
11,29,23,1,70000
11,38,17,2,120000
11,38,29,1,129999
11,29,35,2,59999
11,38,33,2,19999
11,29,10,1,110000
11,25,47,2,80000
11,38,25,1,80000
11,38,40,1,105000
11,29,41,2,230000
11,29,37,2,195001
11,38,33,2,80001
11,25,31,2,95001
11,29,16,1,45000
11,29,21,1,70000
11,38,26,2,70000
11,29,10,1,140000
11,29,26,2,69999
11,38,6,1,104999
11,29,33,1,80000
11,29,29,2,49999
11,29,32,1,54999
11,29,40,1,64997
11,25,3,1,85000
11,29,12,2,124999
11,38,41,1,154999
11,38,4,2,199999
11,29,22,2,59999
11,25,3,1,615001
11,38,32,2,65000
11,38,33,1,115000
11,38,24,2,60002
11,25,22,2,135003
11,29,30,2,110003
11,38,12,1,125000
11,38,8,2,149999
11,38,41,2,50000
11,25,13,2,119999
11,38,27,2,95000
11,38,41,2,70000
11,38,34,2,50000
11,38,26,1,50001
11,38,15,1,94997
11,38,16,1,125001
11,38,19,2,90000
11,29,9,2,95000
11,29,30,2,115000
11,38,34,2,49999
11,29,29,1,99996
11,38,27,1,114999
11,38,12,2,100000
11,38,42,2,20000
11,38,23,1,160002
11,29,24,1,70000
11,38,38,1,89999
11,29,11,1,65000
11,29,11,1,55000
11,29,40,1,75000
11,29,42,2,135000
11,38,33,2,40000
11,25,6,1,99999
11,25,48,2,75001
11,29,23,2,45001
11,38,42,2,30001
11,25,1,1,420001
11,29,32,2,90001
11,38,13,1,205000
11,29,40,2,175000
11,38,18,2,90001
11,25,14,2,45001
11,29,17,1,80000
11,29,25,1,30000
11,29,34,1,110000
11,38,21,1,115000
11,38,17,1,165001
11,38,7,1,80001
11,29,13,2,75001
11,29,40,1,100001
11,29,41,1,85000
11,29,27,2,90000
11,38,41,1,105001
11,29,33,1,90001
11,25,23,2,74997
11,29,31,2,55000
11,29,33,2,29999
11,38,39,1,50000
11,29,10,2,60000
11,25,49,2,39999
11,29,43,2,45000
11,38,24,1,54998
11,25,4,1,174999
11,29,18,1,30000
11,38,35,2,75000
11,29,34,1,110000
11,29,41,2,219999
11,29,22,1,114999
11,29,26,1,35000
11,29,42,2,155000
11,38,34,2,60000
11,29,35,1,40000
11,38,25,2,99998
11,29,30,2,120001
11,29,31,2,99998
11,38,33,1,99997
11,38,28,2,90000
11,38,17,1,85000
11,38,27,2,150000
11,25,7,1,65001
11,38,33,1,55000
11,29,24,2,69999
11,38,28,1,90000
11,38,27,1,99999
11,29,36,2,155001
11,38,13,2,95001
11,29,43,2,25000
11,38,5,2,125001
11,38,14,1,75000
11,25,5,1,40000
11,38,27,2,150000
11,38,20,2,110000
11,29,28,2,60000
11,29,41,1,95000
11,38,16,1,114999
11,25,19,2,275000
11,29,42,1,65000
11,38,36,2,45000
11,38,13,1,130000
11,29,32,2,60000
11,25,15,2,85000
11,29,37,2,255001
11,38,25,1,55000
11,29,34,2,65001
11,29,42,2,175000
11,25,4,1,155001
11,29,12,1,110000
11,29,41,1,79999
11,25,32,2,169999
11,29,23,1,60001
11,38,19,2,104999
11,29,12,1,125000
11,25,50,2,75000
11,38,22,1,94999
11,29,19,1,70000
11,29,41,2,110000
11,29,11,2,80000
11,29,31,2,60000
11,38,14,2,45000
11,29,30,1,145001
11,25,4,1,170000
11,25,24,2,95001
11,29,35,1,80001
11,38,28,2,70000
11,29,27,1,80000
11,25,36,2,0
11,38,34,1,180001
11,29,29,2,50001
11,29,36,1,80000
11,29,43,2,40001
11,38,40,1,105000
11,29,33,2,50000
11,38,18,1,124999
11,38,6,2,64999
11,38,28,2,60000
11,29,42,2,100001
11,29,38,2,224999
11,38,15,2,29999
11,29,25,2,85001
11,38,29,2,95000
11,38,26,2,100000
11,38,8,1,140000
11,29,35,2,60000
11,29,34,1,130000
11,25,5,1,60000
11,29,32,2,105000
11,25,8,1,105000
11,38,11,2,90000
11,38,18,1,110000
11,38,14,1,80001
11,29,32,2,55000
11,38,15,1,95000
11,25,25,2,50000
11,38,19,1,35001
11,38,17,1,90001
11,29,13,1,70000
11,29,42,1,85000
11,29,36,1,60000
11,38,26,1,95000
11,38,20,2,80001
11,38,28,1,120001
11,38,41,1,405001
11,29,24,1,85000
11,29,42,1,110000
11,38,31,1,465000
11,29,33,2,34999
11,38,19,1,29999
11,29,13,1,100000
11,38,9,1,45000
11,38,29,1,135001
11,25,6,1,125001
11,29,33,2,35000
11,38,42,2,1209998
11,29,14,2,190000
11,38,21,2,125000
11,29,34,2,70001
11,25,20,2,125000
11,38,37,2,125000
11,29,31,1,95000
11,29,35,1,60000
11,29,39,2,70000
11,38,30,2,70000
11,25,5,1,100000
11,29,30,2,90000
11,29,14,1,45001
11,25,16,2,135000
11,38,34,1,170000
11,38,41,1,505000
11,29,37,1,94999
11,38,20,1,54999
11,29,20,1,120000
11,29,25,1,40000
11,25,6,1,75000
11,25,26,2,59999
11,29,28,1,110000
11,38,23,1,130000
11,29,34,2,45000
11,29,26,2,89999
11,29,12,2,130001
11,29,43,2,100000
11,38,35,1,115000
11,38,22,2,40001
11,38,29,2,125000
11,29,14,1,55000
11,25,2,1,254999
11,38,34,1,190001
11,29,37,2,185000
11,38,41,1,120001
11,29,34,2,55000
11,38,16,1,90000
11,38,12,2,100000
11,38,10,1,65000
11,38,20,1,70001
11,38,11,2,100000
11,38,31,1,455000
11,29,38,2,179999
11,29,15,2,64999
11,25,9,1,109999
11,29,26,1,50000
11,29,36,1,65000
12,25,38,1,24999
11,25,7,1,84999
11,25,51,2,180000
11,29,35,2,79999
11,38,16,2,145000
11,29,15,1,69999
11,38,27,1,110000
11,25,7,1,65000
11,29,31,2,75000
11,38,7,2,160001
11,38,21,2,114999
11,38,15,1,134999
11,29,37,1,125000
11,29,36,2,155000
12,29,35,2,70001
11,29,32,1,95000
11,29,42,2,200000
11,38,21,1,90001
12,38,23,2,74999
11,38,27,2,169999
11,38,29,1,134999
12,29,35,2,64999
12,38,30,2,74999
12,38,36,1,79999
12,29,15,1,75000
11,38,38,2,120000
12,38,17,1,85000
12,25,8,1,60000
12,25,10,1,75000
12,29,13,2,104999
12,29,39,2,80000
11,38,18,1,174999
12,29,16,2,80001
12,29,29,1,115000
12,38,22,2,50000
12,38,33,1,70000
11,25,37,2,225000
12,38,12,2,89999
12,29,42,1,40000
12,38,17,2,65000
12,29,32,2,59999
12,38,13,2,94999
12,38,35,1,104999
12,25,8,1,65000
12,29,16,1,35000
12,38,39,2,30000
12,38,24,1,125000
11,25,27,2,130000
11,38,35,1,139999
11,25,6,1,145000
12,29,27,2,135000
12,29,27,1,95000
12,29,33,2,20000
11,29,21,1,150000
12,29,33,1,75000
12,29,43,2,80003
12,29,18,1,49999
12,38,28,1,99999
12,29,37,1,114999
12,38,24,2,75001
12,38,14,2,40001
12,29,38,2,150000
12,25,52,2,120001
11,38,31,2,190000
12,38,23,2,60000
12,38,13,2,60001
12,29,17,2,65000
12,29,17,1,55000
12,38,21,1,155000
12,38,37,1,95001
12,38,22,1,105000
11,25,21,2,215001
12,38,18,2,70001
12,25,11,1,85001
12,38,40,2,70001
12,38,28,2,110001
12,38,15,2,35000
11,25,33,1,270000
11,25,17,2,210000
11,38,31,1,440000
12,29,34,2,60000
12,38,36,1,80000
12,25,7,1,74999
12,38,25,1,80000
12,38,11,1,179999
12,38,36,1,80000
12,29,28,1,69999
12,29,28,2,75000
12,38,19,1,100000
12,38,18,1,104999
12,38,33,1,90000
12,29,18,1,40001
12,29,36,2,170001
12,38,8,2,160000
11,38,29,2,320000
12,25,9,1,115000
12,29,37,2,155000
12,25,18,2,30000
12,38,32,2,55000
11,29,40,2,250001
12,29,19,1,75001
12,25,38,2,115001
12,29,22,1,90000
12,25,26,1,180000
12,38,14,2,60000
12,29,34,1,90000
11,25,1,1,440000
12,29,18,2,65000
12,38,41,2,54999
12,38,38,1,69999
12,25,28,2,130000
12,29,29,2,45001
12,38,19,1,45001
12,25,9,1,135000
12,29,39,2,90000
12,29,35,2,60000
12,29,36,2,189999
12,38,33,2,40000
12,38,26,1,65000
12,29,14,2,165000
12,29,20,1,44999
12,38,23,1,89999
12,29,36,2,190000
12,29,40,2,165000
12,38,15,2,39999
12,29,35,1,39999
12,25,8,1,75000
12,29,29,1,70000
12,38,31,2,190000
12,29,30,1,165000
12,29,23,1,49999
12,38,29,1,125000
12,38,19,2,94999
12,38,42,2,35000
12,38,29,2,89999
12,38,16,1,220000
12,38,20,1,75000
12,38,25,2,129999
12,25,53,2,130000
12,25,39,2,70000
12,29,19,2,60000
12,38,34,1,190000
12,38,24,2,140000
12,38,22,1,135000
12,29,19,1,99999
12,25,54,2,20000
12,38,12,1,115001
12,38,20,1,65000
12,25,10,1,65000
12,25,12,1,129999
12,25,3,1,310000
12,25,10,1,105000
12,38,24,1,55001
12,38,34,2,65000
12,38,16,2,140000
12,25,19,2,110000
12,29,30,2,89999
12,38,30,2,124999
12,38,37,1,150001
12,29,24,1,75001
12,38,39,1,105000
12,29,15,2,85000
12,25,29,2,105000
12,38,26,2,75000
12,38,32,2,95001
12,38,33,1,75000
12,25,22,2,189999
12,29,31,1,100000
12,38,30,2,95000
12,29,38,2,154999
12,29,25,1,25000
12,38,37,1,185000
12,29,21,1,115000
12,29,30,1,115000
12,29,20,1,75000
12,29,6,2,104999
12,29,31,2,50000
12,29,40,2,140000
12,25,27,1,165000
12,38,25,1,69999
12,29,26,1,19999
12,25,9,1,125000
12,25,11,1,79999
12,38,27,1,135001
12,38,21,1,120001
12,38,35,1,105000
12,38,11,2,100000
12,29,37,2,189999
12,38,34,1,195000
12,38,16,2,135000
12,25,20,2,79999
12,29,36,1,140000
12,25,13,1,95000
12,38,20,2,135000
12,25,40,2,119999
12,38,23,1,104999
12,25,2,1,179999
12,38,33,2,50000
12,25,11,1,95000
12,25,30,2,65000
12,29,37,2,165000
12,29,41,2,150000
12,29,20,2,124999
12,25,55,2,109999
12,38,25,2,120000
12,38,17,2,100000
12,25,23,2,65000
12,38,26,1,45000
12,29,21,1,55000
12,29,40,1,75000
12,29,39,2,75001
12,29,32,1,85001
12,29,16,2,105001
12,29,41,2,240000
12,38,40,1,110001
12,29,27,1,70001
12,29,22,1,90000
12,29,37,2,205001
12,25,34,1,285000
12,38,38,1,125000
12,38,21,1,160000
12,38,18,2,50000
12,29,32,2,90001
12,38,22,1,80000
12,25,10,1,85001
12,38,34,2,65000
12,29,21,2,60001
12,25,24,2,45000
12,38,17,1,205000
12,38,13,1,169999
12,38,24,1,70000
12,38,11,2,134999
12,25,12,1,90001
12,38,26,2,60000
12,29,31,1,105001
12,25,41,2,80000
12,29,36,2,245000
12,25,56,2,75000
12,38,27,2,145000
12,38,12,2,100000
12,38,38,1,125000
12,38,31,2,135007
12,25,28,1,115007
12,29,33,2,30007
12,38,17,2,105008
12,38,31,2,170008
12,38,36,1,110000
12,29,41,1,75000
12,25,25,2,40000
12,29,22,1,80001
12,25,12,1,105001
12,29,23,1,50001
12,29,7,2,135001
12,38,35,1,120001
12,29,32,1,35000
12,29,41,2,135000
12,38,21,2,115001
12,29,17,2,70000
12,29,38,2,125001
12,29,37,1,120001
12,25,14,1,120000
12,29,40,1,109999
12,38,19,2,64999
12,38,28,1,144999
12,25,13,1,60000
12,29,33,1,89999
12,29,38,2,130000
12,38,28,2,50003
12,38,27,1,115003
12,38,14,1,70003
12,38,31,1,520003
12,29,38,2,85000
12,29,18,2,35000
11,25,1,2,1140000
12,38,34,1,195000
12,38,32,2,59993
12,29,23,1,50000
12,38,25,1,90001
12,38,18,2,64993
12,29,22,2,95000
12,25,4,1,260000
12,29,33,1,55000
12,29,8,2,59999
12,25,11,1,105000
12,38,23,1,110000
12,25,3,1,175034
12,25,26,2,70000
12,38,22,2,64999
12,38,13,2,90000
12,29,41,1,60001
12,25,42,2,100001
12,25,13,1,74999
12,38,32,2,89993
12,25,31,2,180000
12,29,19,2,40000
12,29,42,1,90001
12,38,15,1,54998
12,29,28,1,145000
12,29,23,2,35000
12,25,5,1,35000
12,25,29,1,104993
12,25,24,2,9999
12,38,33,2,44999
12,29,39,2,59999
12,29,39,2,70000
12,25,15,1,90001
12,29,24,1,100000
12,38,39,1,150000
12,38,26,1,50000
12,29,37,2,130000
12,29,40,2,179999
12,38,22,1,154999
12,38,18,1,150000
12,29,9,2,50000
12,25,14,1,90000
12,29,39,2,109999
12,25,27,2,10000
12,29,42,2,179999
12,38,29,2,89997
12,38,27,2,155000
12,38,20,2,100000
12,38,39,1,140000
12,38,36,1,119999
12,38,29,1,105000
12,29,42,2,230001
12,29,40,1,135000
12,29,34,2,144993
11,25,20,2,1050001
12,38,37,1,150001
12,38,14,2,70001
12,25,30,2,10000
12,25,14,1,75000
12,38,23,2,80000
12,25,21,2,265000
12,38,19,2,99999
12,38,34,2,65001
12,25,27,2,90000
12,29,25,1,59999
12,38,35,1,120000
12,29,24,2,75000
12,38,31,1,470002
12,25,6,1,80000
12,29,29,1,85000
12,25,12,1,110000
12,25,31,2,25000
12,38,15,2,35000
12,29,42,1,105000
12,38,24,1,110000
12,38,24,1,15001
12,25,16,1,79999
12,38,30,2,65000
12,29,34,1,160000
12,29,24,1,134999
12,38,33,2,110000
12,25,43,2,115000
12,25,1,1,115000
12,25,30,1,100001
12,38,27,1,90000
12,25,1,1,120000
12,25,5,2,135000
12,29,38,2,90000
12,29,20,2,114999
12,38,16,1,109999
12,38,25,1,19999
12,29,41,1,69999
12,38,28,1,169997
12,29,34,1,144999
12,38,35,2,50000
12,25,15,1,99999
12,25,15,1,65000
12,29,25,2,54999
12,29,35,1,35000
12,29,40,2,125001
12,25,4,1,154967
12,29,10,2,115000
12,29,43,2,110000
12,38,24,2,80000
12,29,26,1,70000
12,25,32,2,155000
12,38,19,1,120000
12,25,32,2,60000
12,38,28,2,115001
12,25,7,1,65001
12,29,40,2,140001
12,38,33,1,90002
12,38,40,1,120000
12,29,43,2,114999
12,29,35,2,109999
12,38,34,2,60000
12,38,37,1,125000
12,29,41,2,140000
12,29,35,1,45001
12,29,40,2,135000
12,38,26,1,55000
12,25,28,2,95000
12,38,38,1,114999
12,38,40,1,155000
12,25,17,1,80001
12,25,22,2,110001
12,29,26,2,45001
12,29,25,1,80001
12,29,21,2,70001
12,38,21,2,145001
12,25,6,2,75000
12,38,36,1,105000
12,29,39,2,85000
12,38,28,1,90000
12,25,5,1,60000
12,29,36,1,65000
12,25,8,1,50000
12,29,30,1,115002
12,38,23,1,180003
12,29,42,1,90003
12,25,44,2,104999
12,25,13,1,119999
12,38,20,1,65000
12,25,7,2,30000
12,25,21,2,164999
12,25,23,2,40000
12,25,16,1,90001
12,38,36,2,95000
12,38,31,2,120000
12,29,26,1,39999
12,29,27,1,75000
12,38,22,2,39999
12,38,29,1,110000
12,29,42,2,310000
12,25,16,1,100000
12,38,35,2,70000
12,29,11,2,90001
12,29,36,1,70000
12,25,1,2,750001
12,29,22,2,55000
12,38,16,2,145000
12,38,41,1,80001
12,38,32,2,20000
12,38,33,1,59999
12,38,41,1,69999
12,25,29,2,75000
12,38,17,1,135000
12,38,25,2,105001
12,25,45,2,45001
12,38,39,1,85000
12,38,23,2,35000
12,38,20,2,200001
12,25,8,2,55000
12,38,33,2,30000
12,25,31,1,164999
12,38,38,1,110000
12,25,13,2,274999
12,25,13,2,105000
12,29,23,2,39999
12,38,24,1,74998
12,38,27,1,115001
12,38,29,1,85000
12,25,14,1,80004
12,25,9,1,89999
12,29,31,1,89997
12,25,46,2,45000
12,38,31,1,510001
12,25,17,1,80000
12,29,37,1,100000
12,38,26,2,50000
12,38,24,2,45001
12,25,24,2,85000
12,29,41,2,165000
12,25,30,2,65000
12,38,36,2,80000
12,25,6,1,115000
12,29,27,1,95001
12,38,34,2,50000
12,25,22,2,105000
12,38,34,1,169998
12,29,24,2,50000
12,38,17,2,90000
12,25,9,2,60000
12,38,37,1,145000
12,29,41,2,180000
12,25,25,2,30000
12,25,14,2,60000
12,25,17,1,105000
12,38,21,1,125000
12,29,12,2,104999
12,25,2,1,230000
12,25,2,1,235000
12,38,41,1,484999
12,29,43,2,115002
12,38,39,1,75000
12,29,42,2,185000
12,29,32,1,60001
12,29,40,2,160000
12,29,41,2,190001
12,25,7,1,45000
12,38,40,1,105000
12,38,11,2,75000
12,25,47,2,65000
12,29,37,1,130000
12,38,25,1,90000
12,25,18,1,194999
12,29,28,1,150000
12,25,10,1,80000
12,38,29,2,224999
12,25,25,2,5000
12,25,33,2,230001
12,38,18,2,50000
12,25,26,2,50000
12,25,23,2,65001
12,29,27,2,210000
12,25,15,2,55001
12,38,37,2,175000
12,25,15,1,109997
12,38,34,1,160000
12,25,10,2,79999
12,25,31,2,100000
12,38,28,1,130000
12,38,25,2,115000
12,25,19,1,50000
12,29,25,2,95000
12,29,36,2,265001
12,29,33,1,70000
12,25,8,1,65000
12,38,18,1,180001
12,38,35,1,110000
12,29,13,2,100000
12,29,43,2,90000
12,29,28,2,50000
12,29,28,1,124999
12,38,40,1,95000
12,25,27,2,59999
12,38,30,2,70000
12,38,41,1,85002
12,38,12,2,85001
12,38,38,1,120002
12,25,25,1,20001
12,38,26,1,85000
12,25,30,2,55001
12,25,11,1,85001
12,25,18,1,160000
12,38,37,2,150001
12,29,29,1,90001
12,25,34,2,90000
12,25,48,2,105000
12,25,24,2,85000
12,38,19,2,99999
12,38,21,2,210000
12,25,32,2,70000
12,38,19,1,54999
12,25,28,2,45001
12,38,33,1,85001
12,38,26,2,75000
12,25,16,1,95000
12,38,27,2,194999
12,25,9,1,85000
12,29,29,2,70000
12,29,26,2,90000
12,38,27,1,60000
12,38,36,1,80000
12,38,22,1,180000
12,29,42,2,214999
12,38,29,1,104999
12,29,40,1,169999
12,29,37,2,100000
12,29,29,1,85001
12,25,18,1,190001
12,29,41,2,175000
12,25,25,2,59999
12,38,41,1,90000
12,25,19,1,74999
12,38,38,2,139999
12,38,31,2,90000
12,38,35,1,135000
12,38,13,2,94998
12,25,49,2,74999
12,25,11,2,135000
12,38,39,1,94997
12,25,31,2,89999
12,38,22,2,70000
12,29,14,2,120001
12,38,20,1,75001
12,25,25,1,175000
12,25,35,1,694999
12,25,12,1,109999
12,29,34,1,145000
12,38,39,2,35001
12,38,28,2,75000
12,25,29,2,84999
12,25,10,1,64999
12,25,20,1,155000
12,25,26,2,50000
12,38,27,2,89999
12,29,42,2,249999
12,29,41,1,65000
12,25,19,1,59999
12,38,32,2,55000
12,29,30,1,129999
12,25,17,1,100003
12,25,33,2,115000
12,25,12,2,80000
12,38,31,1,494999
12,38,20,2,125000
12,29,30,2,95000
12,29,27,2,95001
12,38,23,2,60000
12,38,28,1,95000
12,38,34,1,120000
12,29,35,1,50000
12,38,40,2,50000
12,38,37,1,109999
12,29,42,2,270000
12,25,16,2,239999
12,38,33,2,40000
12,38,23,1,115000
12,25,13,1,70001
12,38,36,1,100001
12,29,43,2,120001
12,29,38,2,115000
12,25,3,1,300000
12,38,14,2,100000
12,29,30,1,119999
12,38,38,2,184999
12,25,12,2,105000
12,25,27,2,70000
12,25,11,1,80000
12,25,34,2,65000
12,29,28,2,54999
12,38,28,2,80000
12,29,43,2,80000
12,38,24,2,54999
12,29,42,1,80000
12,25,30,2,95000
12,38,39,2,25000
12,38,15,2,30000
12,25,20,1,140001
12,38,40,1,130001
12,25,20,1,90000
12,25,32,2,135001
12,25,21,1,115000
12,29,36,1,74999
11,25,33,2,1450001
12,38,21,1,140000
12,38,35,1,90000
12,38,34,2,70000
12,38,21,2,100001
12,25,13,2,105000
12,25,28,2,55000
12,38,24,1,75000
12,29,39,2,69999
12,29,31,1,120000
12,25,14,1,74999
12,29,43,2,84999
12,29,15,2,154999
12,29,31,2,110000
12,25,32,1,445000
12,25,50,2,175001
12,38,29,1,115000
12,25,12,1,70001
12,38,38,1,105001
12,25,21,1,55000
12,38,40,2,60001
